,full_text,emotion
12371,pertandingan pak seno biasanya keras cuek memyambut hangat kalian bertanding hebat pertama kalinya tim provinsi berada babak pak bangga dengan kalian,Joy
12372,seluruh hidup dedikasikan peruntukkan contoh bahkan rela mengubur mimpi saya dalam demi memperjuangkan cita cita nya saya tidak mau dia merasakan sulitnya hidup apa saya lalui itu,Love
12373,suruh ignore dia sibuk ngurusin tertawa sesama perempuan kok saling ngejatuhin semoga mbaknya sehat selalu iya,Sad
12374,kontol kamu terlihat jelek mengkerut jawaban twittermu kamu real life pernah yang mau diajak ngewe iya kelihatan mas kalau dm gini kesal marah kalau kesal brrt senasib sama mba valen,Anger
12375,apa saya yang terbahak-bahak nonton tanya sma ali mochtar ngabalin tertawa simpulkan sendiri wkwkk bang karni paling,Joy
12376,mungkin berpikir semua ikhlas sekarang saya sadar pada saat itu kami sama sekali ikhlas,Sad
12377,jadi sekarang ayah nyokap tidak kasih thr buat anak sedia snack coklat kecil bungkusan buat dibagi mirip halloween amrik lah,Joy
12378,bahagia jika beli paketan segiga nyatanya saat habis lebih limagiga masih lancar buat internetan mayanlah tertawa eh alhamdulillah,Joy
12379,menyadari kadang sulit ikhlas benar benar yakin seharusnya mendapatkannya kita benar benar berusaha maksimal merasa lebih baik orang yang berhasil mendapatkannya,Sad
12380,iya nasib tahun eh tahun tidak lebaran rumah plus lebaran sepertinya padahal bayangannya tahun lebaran dirumah nyatanya lebaran dikantor,Sad
12381,iya tidak kuat merasa jijik digituin pilih tutup akun marah sekali akhirnya ngomel teman deket tersinggung sudah jelas resiko pakai ask fm anon bisa mbacot sakarepe,Anger
12382,iya gagal menjadi seorang kakak seharusnya membimbing adik disaat banyak memberikan pengalaman hidup orang sebagai motivasi mereka berhasil bangkit kuat tidak menyalahkan siapapun menyalahkan diri sendiri,Sad
12383,seluruh hidup dedikasikan peruntukkan contoh bahkan rela mengubur mimpi saya dalam demi memperjuangkan cita cita nya kelak saya tidak mau dia merasakan sulitnya hidup apa saya lalui itu,Love
12384,kalian sadar ada banyak sekali orang bus sewaktu kemarin menuju istana kalian bahkan mengajak berkenalan berbeda hari hari sebelumnya coba pikirkan juga gugur mereka menikmati perjalanan kemarin,Sad
12385,klikbca seringkali susah dimaksud termasuk sekarang kalau dijawab internet bermasalah akan bilang omong kosong saya ada masalah buka website,Anger
12386,fuck kamu laugh out loud kamu mau jatuhin agnezmo kan ha ha,Anger
12387,aslinya pontianak tinggal semarang kak i m a big fan of small towns and old shop senang sangat banyak di bandung diary heehehe,Joy
12388,akhir akhir lagi senang senengnya nonton foreign filmatau film film non hollywood ternyata memang film film asing kalah bagus storyline cinematography visual effects dsbnya benar benar banyak anti mainstream,Joy
12389,terserahlah orang mau ngatain apa saat dia jadi malaikat terbaik dikirimkan hidupku akan tetap selalu jadi terbaik,Love
12390,jadi kukira laporan ditulis bahkan institusi internasional tuh padat berisi ternyata iya coy isinya juga ngaco logis datanya bisa benar tafsirnya tidak,Sad
12391,jadi kalian vote selama karena mau semua serba graris haloo terus kalian pikir bangtan mengadakan asupan buat kalian juga butuh duit minta serba gratis terus bangtan mau kamu kasih makan apa,Anger
12392,namanya pelecehan sekecil apapun tetap pelecehan kalau soal beda takaran ukuran rasanya balikin person nya general pendapat soal pelecehan sama sentuhan secara fisik perkataan,Anger
12393,kamu termasuk kak jangan menyebut orang kamu nitijen kamu masuk bagian dalamnya bukber in this economy,Anger
12394,lagi negara transparan soal informasi jadi bikin njlimet ae hidup orang misqin macam nih kan mau jurnal berbayar harus dihack sebelumnya jurnalnya kan jadi berbuat jahat adik bang,Anger
12395,namanya fitnah mbak ada bukti ko fitnah orang korupsi ingat mbk dunia berlaku sistem tabur tuai mgkin menutupi keburukan dengan memfitnah orang saya tahu semua kok korupsi n pekerjaan terselubung,Anger
12396,thr an kan coba sekali kalau makan warung biasa not resto biasa tip ketemu pelayan nya tua n kelihatan kasihan kamu selipin ribu kamu liat reaksinya luarbiasa perasaanmu bahagia super sekali ribu akan bikij miskin berarti banyak mereka,Joy
12397,mbak hobi carmuk sok pahlawan kebengenan serah serah ada masanya jatuh ketauan semua keburukan sebenarnya saya tidak mau ngurusin urusan biar tuhan yang berkehendak kapan anda akan menerima balasannya,Anger
12398,rangorang sok suci sok tahu tentang kehidupan intinya gini kalau pernah nyebur got kalian bakal tahu dalam got kek gimana sama kalian kalau mau kenal sama orang berbeda iya kalian bakal jadi sok tahu,Anger
12399,intinya cari teman mah jangan pilih baik yang buruk semua dideketin biar tahu ini gini ini kalau tahu baik buruk dari katanya mah usah sosialisasi sekalian kamar ae diam garuk jembut,Anger
12400,jadi semacam motivasi ingin mengawasi pemilu benar jadi pengawas tps mengawal suara jangan ada kecurangan pilkada tmarahang rawan sekali yah calon tunggal,Fear
12401,dearest terimakasih selalu menyediakan tempat hampir tahun mute orang anin cari tiap kali butuh tempat sehat selalu murah rezeki ayo semangat garap ensenang your ahead cinta,Joy
12402,mimpi absurd semalam nongkrong depan toko apaan tahu makan martabak benar duduk nongkrong maksudnya tiba tiba disamperin dian sastro minta martabak terus ikuti nongkrong bicara mungkin lupa doa sebelom tidur,Joy
12403,tadi waktu gym eike keluar mau nimbang timbangan tanita nya luar waktu ibu eh nnya eike bilang instruktur body eike cucok eh langsung donk member body kaya kwkwkwkww senang deh jadi inspirasi orang,Joy
12404,beb selamat ulang tahun yaa ayu popo crew nunggu wib sekali loh semogaa cepat mup on atta by the way si clara ngeblock donk,Joy
12405,masih mampu beli itu liburan uang halal mbak buat apasih korupsi uang haram mah bertindak sedemikian memandang orang sprti anda anda salah besar mbk and the last everything will come to you in the right moments,Anger
12406,lah hahahaha namany villa salse dia hotel terus warungnya menurut bagus sih kak nyaman terus naik atas bird park,Joy
12407,benar final keputusan nya juni dan prlu extra hati gunain aplikasi prjalanan hotel maklum dana trbatas sesak kalau masalah,Sad
12408,mencintaimu sebisaku entah sebisa menjagamu cara seperti apa sebisa menjagamu cara bagaimana,Love
12409,hah kemarin dipermasalahkan kasus gitasav kan bukan bagian sexual harrasment gitasav tristan sih benar dipermasalahkan kan cara merespon helmi those are two different cases kayaknya banyak iya salah paham kemarin kontra sama gitasav case mana,Anger
12410,back to maba lyfe jam segini baru pulang kos motoran sendirian jalanan gelap sepi takut harus berani yallah gini sangat minggu terakhir kuliah quat quat quat,Sad
12411,iya apa salahnya si mbak dishare ulang postan mu iku grup tenggelem jauh kirim poto poto tahu sendiri kan gregetan itu mbak karo koe,Anger
12412,before sakit waktu kerja balas naik turun after sakit jadi huft tulang pundak kelihatan sekali saya heran pipi ngapa ikutan tirus,Sad
12413,bertahun binatang menjadi hitungan para peminat pembenih ikan alhamdulillah sekarang lewat ternyata ketekunan keuletan mengalahkan segalanya alami hebat cacing sutra,Joy
12414,ramadhan kareem alhamdulilah berhasil menyelesaikan jeruji perkuliahan jelas semua mungkin terjadi dukungan orang tua tertawa kado ultah yang la,Joy
12415,mau tanya dong mengingatkan seseorang punya hutang berulang ulang baik sih terus di tagih jawabannya ada terus kira neraka berapa pantas buat,Fear
12416,ooalaah mataku rabun bacanya ayam diusir makanya bingung tetott mitsubishi terios yaak kiri terios terios bang ayok terios,Sad
12417,terima kasih dinporapar kabupaten purbalingga rekan pramuwisata purbalingga telah datang berpartisipasi acara buka puasa bersama hadirnya sinergi saling mengisi memajukan pariwisata,Joy
12418,tadi selamat sore ngiler coto tidak sempat terus rumah keburu capai lapar tengah malam buka kulkas temu indomie coto makassar alhamdullilah,Joy
12419,kuingin marah melampiaskan hatiku hanyalah sendiri disini ku tunjukan siapa ada hatiku kecewa moshing kesurupan maung,Anger
12420,pisau bermata menikam orang dan diri sendiri bahkan keduanya menikam diri sendiri bisa juga keduanya menikam orang,Fear
12421,alhamdulillah yallah makanya jangan kasih kode kalau mah ngode spesifik langsung tag kamu kamu saya kan terpancing,Joy
12422,lambaian tanganmu kurasakan pilu dada kasih sayangku bertambah padamu air mata berlinang tak terasakan olehku nantikanlah di teluk bayur,Sad
12423,tadi bicara sama medianya kementerian bawa kamera alpha waktu tanya harga body only juta lensa sebagai sobat qismin ngangguk ngangguk,Sad
12424,kalah kalah pamor iya beginilah jadinya ngomongnya asal njeplak wae melemahkan seseorang menciptakan ujaran kebencian menyebarkan berita hoak lain tak pantaslah seorang katanya tokoh nasional negeri bicaranya selalu k,Anger
12425,suka heran iya sama bapak bapak abang abang makan siang dirumah makan dikerumunan orang banyak bulan puasa rasa malu nya itu lho,Sad
12426,iya beda goblok via vallen memang sebelumnya suka goyang seronok skg better lah jauh kata seronok mencoba ngubah image penyanyi dangdut umumnya juga jauh sensasi negatif mirip kawin cerai main film syur lain,Anger
12427,katanya bapak reformasi demokrasi negeri ini kenyataannya sebaliknya mau mengakui kelebihan seseorang pemimpin macam apa tidak yang diambil contoh nya sebagai generasi muda menolak,Anger
12428,hari berbeda ketemu berpapasan tanpa sapa pulang orang bilang bertengkar padahal malemnya terima chat isinya si geblek tertawa,Joy
12429,hari banyak sekali pelajaran saya sih sebenarnya diingetin buat kesekian kalinya sama beberapa peristiwa hari harus banyak bersyukur sekali bersyukur jangan kufur jalanin hidup ensenang jangan dibawa ribet,Joy
12430,buat siapapun sering bilang kalau mau kena sexual harassment jangan pakai baju sexy pakai bikini sebagainya please pakai bikini iya sesuai tempat kok ada yang pakai niqab pakai seragam sekolah pakai baju kantor sebagainya jadi korban,Anger
12431,jadi bos punya problem solving kok jadi bagaimana iya tidak tahu akar masalahnya bagaimana jadi iya instan semua tar rusak rusak begitu teroos,Anger
12432,si senyum ngeselin bisa bikin hepi tertawa bawaannya bahagia kalau liat nih anak perform saja kelakuannya bikin kangen benar adik aneh ngeselin ngangenin,Joy
12433,hepibesdey cantekk panjang umur jadi pribadi jauh lebih baik semoga apa di cita citakan terwujud langgeng sama,Joy
12434,sah sah anda fans persija membela pemain klub favorit persija bapuk jangan kelihatan sekali lah soal via vallen simic mikir,Anger
12435,pak kalau punya malu at least ngrasa punya dosa lah takut sama tuhan he pak jepang koruptor langsung nebas diri sendiri pakai samurai korea langsung sujud depan khalayak umum mengundurkan diri itu tidak pakai lama disini jadi,Anger
12436,secret admirer mah instagram difollback doi langsung bikin pengumuman teman teman padahal mah doi memang orangnya suka follback siapapun follow ampe olshop mungkin difollback,Sad
12437,bodoh sangat memang telat sadar kalau menutup aurat iya loh bodo mau kamu d rumah kamu sendiri bisa ada tamu non mahram datang tiba sepupu laki datang,Fear
12438,iya dm lewat twitter tadi sempet selewat ngeliat sebenarnya saja minta hapus foto konser sue kalau tidak mau macem jelpi kalau suruh tutup sih bodoh sih,Anger
12439,entah baper apa tbtb post hahah so grateful to have known them melakukan tergoblok main game pelajaran kabur ekstrakulikuler dihukum guru pinjam tugas nyontek makanin teman ngebully marah,Joy
12440,kenapa deh penulis favorit pada ngeluarin buku waktu bersamaan gini pusing kan ikuti po mana kamu kamu kamu buku ramadhan sale belum dibayar,Sad
12441,semua pakaian ada pasar bayangkara pasar senggol memilih pakaian beri gunakan di beri tetap gunakan jika di beri saya bersyukur di gunakan,Joy
12442,alhamdulillah akhirnya makan sahur bareng mbah gugel walo cerewet,Joy
12443,jadi joy nya tuh justru buat simple sesimple ngeliat panah yang buat nunjukin bensin motor apaansi namanya gerak arah full,Joy
12444,kamu punya anak perempuan ngalamin pelecehan terus anak kamu suruh woles ignore ciri ciri bakat ibu gagal sih tolol,Anger
12445,untung tadi rapot sama orang tua bisa diajak sharing sepaham jadinya aman soal menilai anaknya hehe malah sempet curcol luar rapotan apa-apa lah iya ku butuh penenang berkutat sop,Joy
12446,buat mandi kalau kali sehari mirip makan tuh afdol gerah lengket begitu bawaannya kalau mandi tidur paling enak membuat tidur lebih rileks nyenyak,Joy
12447,mana kuat jaga harga diri mana woles harga dirinya dilecehkan adat ketimuran jangan disamain kebablasan woles dilecehin situ perempuan jadi jadian,Anger
12448,disaat orang orang ramai twitter lagi riweh nyiapin nobar piala dunia hari nobar durasi acara jam,Joy
12449,beres nih cari kan siapa tahu jatuh da mungkin gedebuk jatohnya kan cari cari cari ada pedahal tuh posisi tidak pindah pindah depan kaca sudah h why sih kesal,Anger
12450,separah inilah tak mengerti ada fitur sms banking i banking okay i m done by the way terimakasih menjadi tersabar menghadapi diriku yang gapteknya ketulungan semoga alam semesta mengamini chatmu iya,Sad
12451,dikasi presiden jujur tolak dikasi presiden jujur humble tolak mau kamu apa apa perlu jama orde baru buat biar ngerti kamu semua bisannya ngelu minta presiden ganti,Anger
12452,padahal tahu sendiri tadi bangun tidur tumbang gara semalam bukber isinya es semua eh barusan belajar luar diminum tetap es dong hani memang,Sad
12453,iya soalnya efek speak up beragam lebih banyak jatuhin sih lihat ini malah makin menggerus mental mungkin yang ngatain speak up itu lebay sebagainya mental mental pe,Sad
12454,bercita cita jadi jongos pola pikirnya terbatas bagaimana caranya menjongoskan diri baik jadi saya kapasitasnya otaknya mumpuni unt menampung cara berfikir tuliskan,Anger
12455,mirip sama saudara anjingnya kamu cuuk jancuk hahahaha pribadi bukan golongan tagih gih sama orangnya hahahaha,Anger
12456,kalau memang tadu hari terakhir bercanda sama kamu inshaallah sudah siap buat pisah biar berat tidak egois semoga sukses iya kamu depan,Sad
12457,ter oon memang download yang sih abis kan gb padahal buat download about time episode sama miss hammburabi episode,Sad
12458,lucu sih kalau menyalahkan cara berpakaiannya setau uka si via vallen pernah pakai pakaian sexy memperlihatkan bentuk tubuhnya,Sad
12459,merasakan bahagia sederhana pribadi ngeliat orang sekitar ikuti merasakan bahagia sama lagi saya jalanin seseorang pernah sebahagia sih se good vibes ngejalaninnya thanks god,Joy
12460,tahu asal muasalnya gimana akhir orang ada sekitar melontarkan komentar sangat senada selalu aminkan menjadi doa,Joy
12461,hari kuliah waktu pulang ngeluarin motor parkiran bengong alhasil lupa bayar parkir selonongan keingetnya waktu di luar maaf iya,Sad
12462,sudah pernah memberi kesempatan kedua lalu selalu berakhir sama cara meninggalkannya sama persis sebelumnya ia ternyata lebih baik tidak memberi kesempatan kedua siapapun,Sad
12463,iya sejelek apapun muka si taka foto tetap kelihatan kawai nataku kalau cowok pasti langsung hati alay bet nih cowok,Love
12464,darimana maukah walikota keluar a c bonceng motor traika datang lokasi bom kalau punya jiwa bonek mungkin mau mengkritik dpr mpr tangan menjabat dan tubuh membungkuk mereka ag,Anger
12465,makin jarang kutemui rapper macam om eminem kritis nan epic sama nyinyir sih beda tipis seperti alm tupac bikin album macem bikin buku sejarah macam om ice cube sepaket jadi aktor bisa,Sad
12466,trending topic trendy sekali pro kontra wajar komen yang dilakuin doski hanya caper lebay malah nyalahin nganggep salahnya joget dangdut mungkin cek posisi otak sama pantat barangkali ketuker otak kok isinya full of tahi,Anger
12467,sebenarnya kaget sih setahu sebelum jorge lorenzo pindah ducati honda dikabarkan ngebet sekali mendapatkan jorge akhirnya kesampaian deh good luck deh buat jagoan,Joy
12468,sesederhana saya mencintaimu serumit kamu mencintaiku hehe tak apa yakin punya pikiran alternatif masing tujuan sama,Love
12469,kesal sekesel keselnya soal kasis via vallen dia berani speak up malah dihujat ikuti menghujat sesama perempuan sedih rasanya kok iya cewek suruh si via vallen diam ini pelecehan loh dilaporin polisi kalau perlu,Anger
12470,innalillahi wainna ilaihi roji un pak undang dasuki salah satu dosen terbaik berpulang semangatnya bisa ditiru siapapun mengenalnya,Sad
12471,maafkan segala kekhilafan beliau semasa hidupnya beliau berpulang bulan baik semoga almarhum tempatkan tempat terbaik insyaallah khusnul khatimah amin,Sad
12472,salah sangka menghasilkan sebuah kekecawaan kekecewaan pada dasarnya tak mempunyai alasan kuat saat semua situasi kembali clear menjadi yang lucu diingat,Sad
12473,sebelumnya buat pacaran isinya foto selfie aktivitas pacar penunjang ldr sekarang pacarnya hilang foto foto diganti sama foto pencitraan orang kerja lapangan preview desain,Sad
12474,salah sangka menghasilkan sebuah kekecewaan kekecewaan pada dasarnya tak mempunyai alasan kuat saat semua situasi kembali clear menjadi yang lucu diingat,Sad
12475,berlajar prosedur bedah sekalian makan sahur ah buka youtube nonton proses bedah dentoalveolar sanggup makan nutup laptop udahlah makan sebelumnya makan deg deg an,Fear
12476,kaya terus iya netijen kalau kasus pelecehan seksual selalu korban disalahkan padahal posisinya korban kamu sederhananya iya ada orang mau jadi korban respect si sama caranya seenggaknya si pelaku malu sebagai peringatan buat lain,Anger
12477,mereka terdidik punya budaya malu kalau perkara kelahi kandang lawan di kandang macan naluri sudah dari nenek moyang n,Anger
12478,semuanya hancur seketika dengan sebuah foto pada akhirnya yang bisa memahami arti foto tersebut,Sad
12479,sebelumnya isinya kalimat manis peredam penat penyembul semangat mood booster sekarang gombalannya hilang diganti omelan versi digital bos suka pedas bikin trauma buka,Sad
12480,buka puasa minum sama makan gorengan terus tengah malam makan bakso cabe rawitnya sendok makan lebih abis perut langsung melilit,Sad
12481,instagram hits hype parah terkece lah followers banyak cakap cakap bikin story rajin giliran stok foto abis larinya saya mengajak hunting sana sini kan anying iya kamu pikir gengsi dibawa mati,Anger
12482,please jangan bawa nama anak muda bro kalau debat pak tak pakai data nyinyir serasa generasi milenial kurang literatur,Anger
12483,o kalau berisik emamg lebih baik d sumpel si kalau d kantor sepi sangat ki jepangnya suka dgrin lagu jadi mau tidak mau pk sumpelan bosan abisnya,Anger
12484,alhamdulillah listrik nyala saya warga sedang takziah kediaman almarhum warga wafat terima kasih cc,Joy
12485,satpam komplek memang perhatian sekali hampir pernah nanyain pak pulang kala jam diatas jam malam motor tak kunjung nangkring diteras,Joy
12486,jadi ingat waktu kecil waktu awal belajar sepeda awalnya dipegangin belakang eh perlahan akhirnya dilepas mengayuh sepeda sendiri bisa sendiri detik hehe,Joy
12487,bikin surat kehilangan kan sehari habis datang dukcapil minta dibuatin suket nya usaha sebelumnya dong masak apa bilang bulan ngurusnya selama kok kalau benar niat hehe,Anger
12488,bpip badan pembeking instruksi presiden perlu bpip pembina orang bpip super pancasilais tahu semua apa ucapkan mereka ketuanya anggotanya sudah pancasila lebih baik uangnya mengefektifkan guru di sekolah,Anger
12489,mata kiri nih selalu kena masalah entah bintitan sakit benjol ujung pelipis mata memang kecil kalau benjol kanan kiri ada sih rasanya tuh menyiksa dibutuhkan buat kerja rodi,Sad
12490,pernyataan paling mengganggu telinga malam keluar mulut jubir pemerintah ali mochtar ngabalin pemerintah representasi tuhan muka bumi makin dekaden nalar demokrasi kalau pandangan dibiarkan menguasai istana ternyata sama dengan pak tua tuh,Anger
12491,mending disuruh makan tali kopling apa duit miliar kalau mah lebih baik duit miliar enak duitnya buat beli tali kopling jadi bisa makan tali kopling sepuasnya,Joy
12492,kabar keluarga madiun gajasdi mudik bekasi tiket sudah dibeli h sekian bulan dibatalkan and me gapunyaa tiket mudik madiun hehhehee,Sad
12493,gewla njir froze her eggs before marrying huhu tidak nikah sebelumnya si mbaknya malah dikira anaknya calon suami huhu,Sad
12494,jangan pernah menyerah ku kan selalu sini bersamamu sayang melawan dunia jangan pernah merendah kamu tak pernah sendiri bersamamu sayang berdarah bersama,Love
12495,terus memangnya klub kamu numpang sama pemprov tertawa punya stadion pribadi manajemen persebaya persija mampu sewa gbk kamu ribet tertawa jancok jancook,Anger
12496,sering terjadi puasa bukannya badan makin kurusan malah makin lebar klimaksnya waktu hari raya banyak tanya sekarang gemukan iya,Sad
12497,cringe sekali iya tertawa mau bilang joy kenal sama kamu bro yaa walaupun kekuranganmu lebih banyak ketimbang kelebihanmu tertawa saya sadar persahabatan tidak manis rasanya hanya menerima kelebihan,Joy
12498,rafinha pemain bola endorse sama saya mainin gitar tangan kanan kiri kiri kanan dibeliin gitar baru tidak sama emak,Sad
12499,ditangani malak terus bilang bonek dipukuli the jak cerita dia dipukuli bonek lain membelanya beramai ramai jadi ribut lalu teman temannya berkabar yang lain lagi bilang kalau bonek diserang theja,Anger
12500,kadamg kalau kerja kelompok bukannya egois pengennya sekelompok sama orang tapi tahu sifat gimana belajar kek gimana iya temenan tidak enak borr sekelompok sama orang rajin belajar saya apatuh mah,Sad
12501,minggu perasaan merahasiakan kabarnya lewat angin kecemasan mengutus rindu membuat pertemuan dikamar smith,Sad
12502,modal walikota solo bagaimana mungkin menaklukkan belantara jkrta disusul menaklukkan nusantara sendirian dukungan taipan media sosial mustahil konsekwensi dikomando taipan,Anger
12503,terbukti memberi contoh perbuatan baik kami nakal ayo bang do more talk less while leading,Anger
12504,rasa damai ku melihat matamu rasa nyaman kamu berada disampingku kamu mewarnai hariku membuatku ceria kini semua sirna kamu tinggalkn luka kamu pergi membawa separuh jiwaku pantaskah kamu tuk ku tangisi,Love
12505,dasar mental maling diringkus salam metal maling tetap maling,Anger
12506,gub jauh lebih kaco tidak manusiawi mknya pantes pengharhaan tahun penjara bukti,Anger
12507,spade th baru ditemuin meninggal gantung diri aptnya sama pembantunya padahal suaminy andy spade ada dalam apt itu y allah bhkn se sukses kate bisa gini mengingatkan buat lebih banyak bersyukur n menikmati hidup fix pakai katespade to honor her,Sad
12508,sih situ sekali mikir sendiri kalau mau mengerjakan tugas tidak usah sok tanya liat dong punyamu buat acuan saya mau mengerjakan nih tapi bingung iya situ keseringan mirip jadi ku tahu awal hanya alibi,Anger
12509,jelas kreatif melanjutkan suka melempar kesalahan pejabat sebelumnya kepada bawahan pintar bicara terutama ngeles kalau begini cuci tangan selesai,Anger
12510,omg parah benar insom ngantuk mata masih seger pikiran kacau sih gini efek pikiran tegang n hawa suntuk kesal kemarin hiks,Sad
12511,disemua tempat boleh melaksanakan sholat salah satunya bangunan didirikan kekafiran salah satunya gereja berlindung allaah swt godaan setan terkutuk,Fear
12512,justru bagus ini semoga dangdut bisa menaklukkan asia tenggara nya tidak mengirim tki pedangdut yeay,Joy
12513,disemua tempat boleh melaksanakan sholat salah satunya bangunan didirikan kekafiran salah satunya gereja berlindung allaah swt godaan setan terkutuk,Fear
12514,disemua tempat boleh melaksanakan sholat salah satunya bangunan didirikan kekafiran salah satunya gereja berlindung allaah swt godaan setan terkutuk,Fear
12515,otak koruptor jelas mungkin berfikir koruptor itu adalah orang sudah gila harta mana orang gila berfikir positif,Anger
12516,goblok si temu wrp jaman sebelumnya seduh terus tambahi susu coklat di minun abis iseng liat sachetannya eh waktu di liat wrpnya expired wth are kamu fucking kidding me,Sad
12517,lelaki jaga nafsunya jaga pandangannya burung kalian tidak bisa diatur nyalahin pakaian perempuan pakai makanya,Anger
12518,sebelumnya sahur buka semua disiapin sama ibuk sama kakak susu siap sekarang gantian ngurusin anak kakak kuterharu waktu terus berjalan iya,Joy
12519,situ tahu di timur tengah sana pakaian tertutup atas bawah tingkat sexual harassmentnya tinggi tahu ini bukan soal terbuka tertutup pakaian soal iman nafsu kalian jaga tidak bisa kalia,Anger
12520,jadi mayoritas juga hasil paksaan bukan atas keinginan sendiri memang benar banyak dipaksa terlihat mayoritas tak mau jadi mayoritas bakal dipersulit,Sad
12521,selama era an dikenal bangsa pemalu an muncul virus tak tahu malu berkembang hingga kini menuju jadi bangsa memalukan tertangkap kriminal malah bergaya selebritis didepan kamera bpip harusnya mampu basmi virus apakah sudah merasakan hasil kerja bpip,Anger
12522,berhari hari tidur jam jam terus kayaknya memang bawaan tidur cepat tidak tahu padahal capai gedebugan tidak tidur,Sad
12523,terus dosenny seenak diajakin bicara terharuu sih ngobrolin tesis disuruh leyeh sebelumnya malaikat kok turun jadi dosen sih subhnallah,Joy
12524,dm marco simic pakai kata kata senonoh marah saya ngedm lama minta kenalan tidak pernah dibalas duh mbak via vallen mah orangnya huhu,Sad
12525,hari beberapa jam lalu terhening ku tersentak dibungkam lalu sadar ku tengah jatuh hati seseorang baru ku lihat fotonya nampaknya masih polos indah matanya membuat ku tersenyum sendiri,Love
12526,hehehee pengepo ini alhamdulillah da kabar baik sekali mlika waktu kuliah kok gendutan sekarang kabarmu gimana da kabar mindis mindismu baik,Joy
12527,berbunga seorang gadis sama beberapa bulan terakhir jarang ku rasakan lucunya tak berhenti jatuh hati padanya,Love
12528,hepibesdey mbaak cantekk panjang umur sehat selalu mulia jadi pribadi jauh lebih baik tetap mentel yee jangan jadi simpenan orang,Joy
12529,ngehe sekale upload video jam malam jam pagi baru terkirim pasti server nya tadi ketiduran terus sekarang bangun buat sahur _,Sad
12530,disemua tempat boleh melaksanakan sholat salah satunya bangunan didirikan kekafiran salah satunya gereja berlindung allaah swt godaan setan terkutuk https,Fear
12531,benar bikin tereak balik kanan nangis jejeritan waktu rumah mbak trihanggo malam cuci lanjut jemur samping rumah mirip yang siul padahal gelap waktu diamatin buset sugus kain mori nya kusem mukaknya hita,Fear
12532,aneh sekali semalam rokok burhan ketinggalan dasbor motor terus apa apain saya taruh terus kan sahur keluar ma iffa motekar eh balik rokoknya aneh sekali padahal las parkir dimotekar tidak ada yang deketin motor,Fear
12533,disemua tempat boleh melaksanakan sholat salah satunya bangunan didirikan kekafiran salah satunya gereja berlindung allaah swt godaan setan terkutuk,Fear
12534,minggu bapak meninggal sedikit membuat bapak marah penyesalanku belum sempat meminta maaf bapak meninggal,Sad
12535,lega sekali ngelepas rindu sudah sangat mendalam yaa walaupun jemput kamu stasiun mainnya dirumahmu but for me it s been very joy,Joy
12536,kok aneh padahal honorer karyawan diatur uu ketenaga kerjaan hak dan kewajiban nya kayaknya bapak satu belum pernah kelapangan deh memonitor sistem kerja masing skpd,Anger
12537,mundur sebuah penghianatan dibelakang pagar tribun terus bersuara bangkitkan semangat pemain dilapangan suara,Anger
12538,kepoin artis masa kini tertawa alhamdulillah sehat sibuk ma anak satu sibuk ma suami satu sibuk mau nikah rosa sibuk koreanan tertawa,Joy
12539,benar sangat sebelumnya awal masuk kerja gaji seberapa perasaan ngrasa cukupcukup sama kebutuhan sekarang masih kurang,Sad
12540,memberi bunga orang nyinyirin hidupmu cara paling membahagiakan pastikan bunga tersebut bersama pot nya kamu lempar astagfirullah,Anger
12541,adalah cewek galak sama sesama cewek goblik pakai feeling pakai otak egois baper lebay semena punya empati manja pernah mau salah responsible bahkan lempar tanggung jawab wait sama cowok begitu sih berarti memang dasarnya galak wqwqwq,Anger
12542,pacaran sama kerjanya sama sift jujur lumayan nga ena libur berangkat berangkat libur sama sama libur abis sift malam capai jadi buat tantangan sih kalau ngeliat orang pacaran mudahnya jalan tiap hari alias bacot huhuhu,Sad
12543,pray for bla bla bla save bla bla bla em doa benar apa pansol taek soksokan iba apa ditanyain masalah kamu ibakan tidak tahu o biar kamu dibilang orang paling care sedunia hmm kalau dunia maya iya taek,Anger
12544,semoga tuhan senantiasa menyertai langkahmu menjadikan hubungan makin kuat menghadapi segala ujian kehidupan ini i cinta you,Love
12545,ribut masalah via vallen iya sih mau nyinyir mah jadi seorang pemain sepak bola bla bla bla eh gausa d ss kali coba kalau nge dm orang biasa pst bakal bla bla bla nyinyir apa bau anyir nying,Anger
12546,apa korelasinya bulan puasa sama parkiran kosong marenmaren saya dibikin emoshi tyap hari gegara sulit sekali parkir giliran bawa mobil kosyoong melompong,Anger
12547,baru jadian langsung ganti status facebook berpacaran kalau putus langsung itu ganti status facebook lajang,Joy
12548,makanya tutup aurat mu kalau mau lecehkan memakai wangi wangian bila tercium laki laki saja sudah menanggung dosa,Anger
12549,pada bege apa paham sih dikasih peluang ko malah bagi iya persentasenya buat kamu berkurang lah intinya gini si kamu informasi kamu rajin ini hak kamu rajin biarin dia tidak ada usaha mau cari tahu,Anger
12550,yaudah kamu ignore mba via vallen karena aneh kamu bikin perempuan tidak berani speak up sama apa mereka rasain sama mens tiap bulan tidak punya empati sama sekali,Anger
12551,seram iya staf nya wanna nge dm in fansite copyright infringement actually benar sih langsung mematikan fansite culture,Fear
12552,berita via vallen dm pemain sepak bola terkesan menggoda sexual harassment liat komennya bilang lebay tidak di publish hal kek biasa dan parahnya nyinyir perempuan miris,Sad
