content,label
PENCUNDANG,anger
"@brahma_panca @eae18 @prabowo Gatot dalam kabinet saja, #Menkopolhukam atau Menteri Pertahanan cocok. Jadi Presiden…",trust
@SBYudhoyono slamat datang di pemalang pak jangan lupa mampir ke kecamatan Belik,joy
Hadiah pertama bagi yang melakukan kebaikan adalah kebaikan. @SBYudhoyono,trust
@panca66 Suara rakyat adl suara Tuhan . Mereka menyampaikannya dgn @SBYudhoyono dgn rasa syukur Nya.,joy
@KOMPI_99 @Vie9942 @SBYudhoyono Jd ga salah jg kan sy bereaksi.. artinya kalian bicara dn berimbuhan dn sy menberi…,joy
"@kasanmulyono @twtpltk @prabowo @SBYudhoyono @msi_sohibuliman @ZUL_Hasan Daripada TGB ,bang @ZUL_Hasan lebih populis...",trust
@KOMPI_99 @Vie9942 @SBYudhoyono Maka dari itu... ga perlu terlalu berlebihan. Sy misal bertemu dg p Sby jg sy pasti…,trust
@kasanmulyono @prabowo @SBYudhoyono @msi_sohibuliman @ZUL_Hasan Insha alloh para pimpinan parpol terbuka mata hatinya #TGBforRI,trust
"@zarazettirazr Uni titip pesan sama pak sby,, AHY-TGB MANTAP..",joy
Masa hrs via kamu pak TGB punya akses langsung kok ke pak @SBYudhoyono,anticipation
never surrender @SBYudhoyono lanjutGAN...!!! #BangRip,joy
"@riyat_el @andyydepp @Mintarsieha @zarazettirazr Wakwak, pendukungnya TGB hnya klompok ialambyg intoleran yg suka i…",fear
Ya dong jendral ya begitu sama dgn pak @SBYudhoyono ojo grasa grusu,joy
"@roman_zzq @sofiandani02 @panca66 @GeneralMoeldoko @SBYudhoyono Yg norak itu ini bong,bukanny kerja malah sibuk mik…",anger
"@detikcom , mslh @mohmahfudmd n @yusrilihza_mhd ini tnt @SBYudhoyono bs bantu jk ingat kan?",anticipation
"Dialog Bapak @SBYudhoyono dengan komunitas Petani di Kabupaten Batang, Jawa Tengah tgl 13 April 2018 pagi ini",joy
Jawa Tengah mulai membiru di bawah kemimpinan Ketua @subekti_rinto yang juga anggota Komisi X DPR RI. Masih muda. B…,joy
Mari bung rebut kembali... ✊\nIni bukti nyata bahwa rakyat rindu dgn kepemimpinan @SBYudhoyono dan @AgusYudhoyono ha…,joy
@panca66 @SurYosodipuro_ @GeneralMoeldoko @SBYudhoyono Main duit,anger
"@AhmadAliIshak1 @faqihtab @zarazettirazr @SBYudhoyono Gaklah, pemimpin DKI sekarang jauh lebih baik dan kita bersyukur",joy
@fadlizon @Gerindra @prabowo klu brdampak kemajuan ya gak mungkin berontak zon!!,anger
@CintaNKRI12 @prabowo Org ini memang hrs diganti....,disgust
@fadlizon @Gerindra @prabowo Pencitraan sekali pak,disgust
@fadlizon @Gerindra @prabowo Wake up Zonk jilat pantat boss terus,anger
"@sungguhb @JayaCebong @fadlizon @Gerindra @prabowo Untuk presiden tidak bisa bong, nasib orang banyak dari hasil pemikirannya bong...",anger
Siapa yang cocok mendampingi Capres @jokowi dan Capres @prabowo Bung @budimandjatmiko @psi_id @ruhutsitompul,anticipation
@kompascom Jangan kebanyakan tahi gigi dech. Kita buktikan aja nanti ya @fadlizon. Saya yakin Pakde @jokowi akan me…,anger
"Beralih Dukung Jokowi, Romy Bongkar Kampanye Hitam saat Dirinya Jadi Tim Pemenangan Prabowo-Hatta",trust
"@fadlizon @prabowo @Gerindra Dalm urusan rumah tangga udah gagl,di ksatuan di pecat,dalm pemilihan presden udah 2 k…",anger
@fadlizon @Gerindra @prabowo Ga ada data kemajuan yg dimaksud berarti omdo or hoax,disgust
@eae18 @prabowo Anis biar nyeseleiken dulu jadi gubernur.,trust
@samurai_tenro @MazPay11 @fadlizon @prabowo Sby yg pernah jd presiden emg dipandang di papua??,anger
@fadreee @roninkhalid @prabowo @PKSejahtera Kelakuan dalam segi hal ?,anticipation
"MAR: Head to Head @prabowo\nVS @jokowi, tidak ada poros",anticipation
Pernyataan Pak @aniesbaswedan ini akan selalu di ingat dan menjadi penyemangat Perjuangan Umat Islam dalam upaya  m…,trust
Alasan Jokowi Tawari Prabowo Jadi Cawapres untuk Jaga Persatuan,anticipation
"@prabowo @fadlizon jangan mau pak!!! Demi NKRI merdeka 100% | cari wapres bapak yg pintar,tegas bukan yg banyak anu…",anticipation
@faizalassegaf @MardaniAliSera @jokowi @prabowo Bunuh diri nya pakai rompi isi dinamit di keramaian ga?,fear
@rahmahasjim Rezim sakit jiwa \nSudah saat nya di hentikan di 2019,disgust
"@HajiLolong @fadlizon @Fahrihamzah @prabowo @anismatta @Gerindra @PKSejahtera Pasti ada yg bilang, ahk  biar kepilih jadi cawapres Jokowi.",trust
@BirgaldoS @asepsofyanwci @fadlizon @prabowo di bully sama @fadlizon .,disgust
@ganjarpranowo @EnthusSusmono Semoga husnul khotimah,sadness
@gusmusgusmu @ganjarpranowo Selama ketidak adilan masih di rasakan dan pancasila ditafsirkan sesuai sudut pandangny…,joy
"@ganjarpranowo @EnthusSusmono Seniman, budayawan, agamis-spiritulis\nTelah pulang",sadness
@deandry @sailordreamer @ganjarpranowo kalau Anda tahu istrinya Sudirman seperti apa?,anticipation
@infotegal @PemkabTegal @Sinoeng69 @WartaBahari @ganjarpranowo Innalillahi wainnaa ilaihi roojiuun...smg husnul khotimah..,sadness
@ganjarpranowo @EnthusSusmono Semoga almarhum khusnul khotimah... Aamiin,sadness
@PDAMKotaSMG @andria69arya Begadang nunggu air yg SDH 6 hari TDK ngalir...detik inipun juga blum ngalir.…,anger
@ganjarpranowo @yusuf_ch Hidup kan masih di dunia. Masih injek tanah. Masa ikutin hobi aja ga bisa. Ngaji kan bisa…,anger
Mengenang Ki Enthus Soesmono adalah mengenang dalang yg selalu sisipkan pesan dakwah &amp; kebaikan dalam pentasnya. Ia…,sadness
Kesempatan kedua buat #GanjarYasin1 supaya jateng makin gayengg.#GanjarYasinMenang #KamiGanjarYasin RT @WawanVivi:…,trust
@ganjarpranowo @EnthusSusmono Turut berduka cita,sadness
"@habibthink @ganjarpranowo ini dari kelompok yang mengharamkan musik kayaknya,",fear
@ganjarpranowo @EnthusSusmono turut berduka cita atas berpulangnya @EnthusSusmono semoga Khusnul khatimah,sadness
@ganjarpranowo @EnthusSusmono Innalillahi wainna ilaihi rojiuun. Ndherek bela sungkawa. Mugi tansah pinaringan dalan padhang.,sadness
slamat jalan komandan semoga amal ibadah mu di trima di sisi allah..\n@WartaNU @gusmusgusmu @ganjarpranowo,sadness
"@ganjarpranowo @EnthusSusmono  turut berduka cita ndoroo,,",sadness
"@ganjarpranowo @EnthusSusmono Nderek belosungkowo Mugi   pun tampi sedoyo amal sae  ,pun pangapunten sedoyo kalepat…",sadness
Ganjar Pranowo lebih memilih tidur di rumah warga desa ketika kunjungan ke daerah. Kebiasaan itu masih terus dilaku…,joy
GAYA #GanjarYasinMenang #GanjarYasin1 #KamiGanjarYasin RT @pdipdemak: Ganjar Pranowo lebih memilih tidur di rumah w…,joy
@aulia_yulisma @infotegal @sudjiwotedjo @ganjarpranowo @qitmr @GisellaCik Inalillahi.. Wa innalillahi rojiun. Semog…,sadness
@ganjarpranowo @EnthusSusmono Semoga beliau pak @EnthusSusmono khusnul khotimah amin Y R A.,joy
"Menutup debat, Paslon no. 3: Kami akan membangun Jawa Barat yang paling modern, maju, taqwa, dan sejahtera.…",anticipation
Berikut 30 daftar prestasi mas @ganjarpranowo dalam 1 periode memimpin. Lanjut ke periode ke 2 ya mas...  :))\nCc.…,joy
@ganjarpranowo @EnthusSusmono Turut berduka cita #RIP. Tegal lg2 kehilangan sosok bupati untuk kedua x nya. Smg khusnul khotimah amin.,sadness
@ganjarpranowo @EnthusSusmono innalilahi wainaillaihi roji'un...semoga Khusnul khotimah...,sadness
@habibthink @Takviri @ganjarpranowo Ngaji kalau ada maunya. Lagi kampanye baru ngaji. Dulu ngapain aja Sudirman Said ?,anger
@bayanjeka @CintaNKRI12 @prabowo Mantap jiwa,joy
@Owaala @Jelantik5 @PDemokrat @AgusYudhoyono @jokowi @prabowo Tolong bandingin jg hasil kerja 10 th vs 3 th!!!hasil…,anger
@prabowo Yakin prabowo di kehendaki oleh rakyat di ridhoi allah swt merdeka,trust
"RT @prabowo: Selamat pagi sahabat. Hari ini insya Allah menyapa warga Bojonegoro, Jawa Timur. Semoga semua dalam keadaan sehat. Selamat ber…",joy
Gatot Nurmantyo Tak Setuju Larangan Bicara Politik di Masjid,anger
Ahhh bnyk bicara tp bodoh jg!masak mesjid buat politipikir dong yg bnr @Nurmantyo_Gatot !gw g respek sm loe deh.dl…,anger
@prabowo @yayan_lov Merdekaaa...\nInsaallah 2019 bapak president\nNKRI sejati ttp di hati,trust
@prabowo @fadlizon Soekarno udah mati pak.. Tapi anak2nya yg akan lupa bagaimana orde baru memperlakukan mereka.. ☺☺,sadness
"@Gerindra @prabowo Siap pak....!!!insya Alloh keluarga saya jg pilih bpk di 2019,2018 mau pilih dlu pasangan asyik di pilgub jabar...",joy
"@prabowo lagi cari sensasi dn cari swara,,  makany yg iklhas dn rendah hati biar jadi presiden RI,  jngan jadi oran…",disgust
@prabowo Saya dukung untuk jadi Presiden Republik Indonesia tahun 2019,joy
@prabowo Lanjut ke pp. Sunan Drajat Lamongan  .?,anticipation
@prabowo Maju terus pantang mundur demi bangsa &amp; negara insya Allah tercapai masyarakat adil &amp; makmur dalam naungan…,trust
@Owaala @TheCebongers @PDemokrat @AgusYudhoyono @jokowi @prabowo Sangat di sayangkan kwalitas kader sebesar partai…,sadness
@GunRomli mau numpang beken lu ? enak aja @prabowo,anger
@prabowo Ke Malang donk pak kita perlu menyampaikan uneg\ anak muda di Kota Malang ke bapak,joy
"@yusuf_dumdum @jokowi @prabowo Sejatinya yg mereka tuduhkan pada jokowi adalah yg mereka lakukan sendiri. Misal lgbt, aseng, dll.",anger
@pilpres__2019 @TheCebongers @PDemokrat @AgusYudhoyono @jokowi @prabowo Beruntungnya lahir dari dinasti Cikeas.,joy
"@UtuhWibowo @Quvvatt @MANUSIABERSAY4P Yg Egak nyambung itu @prabowo, prestasi 0 eh malah mau jd presiden? Di AkaBri…",anger
"Sri Sultan HB X mnnggpi enteng tlisan \BUNUH SULTAN\ dn jg tdk akn mlporkn pelaku aksi vandalisme tsb,\nSultan justr…",joy
@utieh07 @prabowo @christ_milof Bahkan sudah di rencanakan sejak Soeharto mulai dekat dengan Islam... Lanjut om,trust
@anakragil867 @PDemokrat @AgusYudhoyono @jokowi @prabowo @panca66 Wonge phoseng mbok mention trus wkwkwk ...\nGa iso fokus dodol dandang,joy
@CintaNKRI12 @partaiallahmak @prabowo Luv @prabowo the real presiden...klo yg onoh cma jasad doang ibarat kyk wayan…,joy
@Mitowantiase @prabowo Ngak usah dijeliki emang udah jelek Bong\nTukang bohoooong,disgust
"@prabowo Tebarkan semangat mu pak @prabowo , Indonesia harus maju dimanapun sudutnya.",trust
"@prabowo Saya setuju siapa saja nyapres asal berkualifikasi, tp tolong stlah nanti gak jadi jangan bnyk alasan. ter…",trust
@sudarman_bolo @CH_chotimah @Aniessa_Andi @Aryprasetyo85 @Gerindra Tuh video nya norak kampungan selalu aja apa yg disampaikan terbantah,anger
Survei Indikator Politik merekam elektabilitas Jokowi jauh meninggalkan Prabowo Subianto. Apa tanggapan Prabowo?,joy
bye bye @Gerindra,joy
KitaTetapPrabowo,
@alshine08 @prabowo @Gerindra @fadlizon @sandiuno Pokoknya #KitaTetapPrabowo \n#2019PrabowoPresiden,joy
"@RKelimis @Wahediagusty85 @Gerindra Nah disinilah bedanya kaum anda &amp; kaum kami. Anda dikasih fakta, anda cuma bisa…",joy
"Ini spirit melindungi tenaga kerja indonesia, jangan salah paham , mari #PahamiPerpresTka @gerindra @golkar…",trust
@Gerindra @prabowo anak cucu mau diselamatkan ?? GAK NGACA LU MIN...KADER LU BAKAR SEKOLAH ! KOK GITU MAU SELAMATKA…,anger
@Gerindra Ngecam apa ngecap tu kadernya!!,anger
"@FebriSipe @Plekenut3 @Gerindra BLBI buka aja, yang bakal kena juga si hasyim adeknya prabowo yang sobatan sama pen…",joy
@topimiring2019 @pasundan_putry @moelyadee @fadlizon @Gerindra @prabowo mending dipimpin jomblo tapi cerdas berprin…,trust
@Aniessa_Andi @Gerindra Gelat tiker ah.... Nunggu admin cetak uang dollar nge-cuit...,joy
@04Nakula @prabowo @Gerindra @PKSejahtera Nyimak om..wani opo ora sebelah,joy
@bangzul_1988 @EkaRusdi1 @Gerindra Berjeadilan? Apakah buruh pabrik kertas diperlakulan dengan adil?,anger
"@FebriSipe @Plekenut3 @Gerindra yang ketok palu si fahri hamzah, emang itu dari PDIP yak????",joy
Wabup dan DPRD Berau Desak PT KN Milik @Prabowo Subianto Bayar Tunggakan Pajak Rp 26 Miliar @fadlizon,anticipation
@Gerindra @prabowo Se7...\nOleh sebab itu..kta semua wajib mndukung Pk Jokowi utk periode berikutnya agar  pmbanguna…,joy
@andrie76_08 @JokoTin61499829 @Gerindra Halah junjunganmu lbih parah,disgust
@AyraHadi Ini yg disibukan dengan kolojengkang JKW. Melupakan ini kalian @NetizenTofa @ardi_riau @rockygerung…,disgust
"Halo @fadlizon masih ingatkah ini? Kalau masih ingat, selamat menikmati ludahnya sendiri ya. Menjadi Munafik itu Bi…",disgust
coba perhatikan ucapan petinggi partai @Gerindra,joy
@Gerindra Kalian sdh buta hati bukan lagi buta mata. Apa ga liat tenaga kerja aseng ilegal berkeliaran di negeri ini. Dungu lu piara..,anger
"@detikcom Iya bagus, wong km yg bayar... duh capres goblok @prabowo @Gerindra",anger
"@Next_J2P @ASapardan @Gerindra @KPK_RI gapapa kok, doain aja kuwalat",fear
"Prabowo: Ini Bukan Ekonomi Neolib, Ini Ekonomi Kebodohan #KlikRMOL #prabowo",anger
@Gerindra @prabowo Sehat terus ya pak,joy
@Gerindra @prabowo Harus cinta tanah air pak.\nTerkadang suka sedih.anak bangsa sendiri yg menjadi musuh Negeri ini.,sadness
Prabowo: Saya Dipesan Ayah Untuk Selalu Menghormati Bung Karno #KlikRMOL #prabowo,trust
"Suatu saat kelak kita akan diberdirikan di hadapan Allah dan ditanyai tentang berbagai nikmat yang telah Allah berikan kepada kita. Untuk apa kita gunakan? dan ke mana kita alokasikan nikmat-nikmat tersebut?\nAdakah sebagiannya telah kita sisihkan untuk tetangga kita? baik tetangga dekat maupun tetangga jauh? Ataukah semuanya kita timbun karena takut miskin jika kita sedekahkan sebagiannya? :(\n______________________________\n“Kemudian kamu pasti akan ditanyai pada hari itu (akherat) tentang kenikmatan (yang kamu megah-megahkan di dunia).” (QS. At-Takatsur [102]: 8)\n______________________________\nMari kita sisihkan sebagian harta yang kita miliki, semampu kita. Meski hanya seribu rupiah setiap harinya. Sebelum datang suatu hari, di mana harta yang kita tumpuk dan anak-anak yang kita banggakan tidak ada artinya lagi.\n\n#ayokzakat #gerakanzakatindonesia #laz #lazis #zakat #sayamuslim #sayaberzakat #zakatitumembersihkan",anticipation
Alhamdulillah.. memasuki tgl gajian nihh :D\ngajinya udah di zakatin belum? :)\n\n#sayamuslim #sayaberzakat #zakatitumembersihkan,joy
"#INFORAMDHANTEVIS\n\nAlhamdulillah, adik-adik semangat banget nih ikut sanlat ramadhan :)\nIn syaa allah, kakak-kakak Tenda Visi juga akan mengisi sanlat di sekolah-sekolah daerah Bandung dan Kab. Bandung :)\n\nBuat sekolah-sekolah yang mau sanlatnya diisi sama @tendavisi_id boleh hubungi via DM yaa :)",joy
"Banyak hal baru di toko kami minggu ini, koleksi baru, suasana baru, serta unkl tea and coffee (@unklteaandcoffee).\nTidak lengkap rasanya jika momen ini tidak diselebrasikan.\nDengan ini, kami segenap crew unkl347 mengundang teman semua untuk datang di perayaan toko kami mulai tanggal 25 Mei 2018 pukul 19:00 s/d 27 Mei 2018 pukul 22:00.\nAda potongan harga hingga 70% dari produk unkl347, es teh manis dan es kopi susu dari unkl tea and coffee.\nSampai bertemu di UNKL347 HEADQUARTERS Jln Trunojoyo № 4 Bandung\n\n#unkl347 #2decades347 #basedontruestory #thisisnotmadeinchina #unklteaandcoffeeshop #unkl #usandkindoflife #unkl347hq",surprise
"@filmgenerasilima: Cara pandang yang berbeda bukan berarti harus membuat kita terpecah karena kita semua percaya akan \Ketuhanan Yang Maha Esa.\ Lalu, apa yang membuat kita selama ini menjadi berbeda? Bangkitkan nilai Pancasila dalam hidup sehari-hari pada film \LIMA\ yang akan tayang  31 Mei 2018 di bioskop-bioskop kesayangan Anda. #filmLima #filmgenerasiLima #generasiLima #dramarealis",trust
Bagaimna cara daftar usaha hisana fried chicken?,anticipation
Bandung udh ada blm yah?,anticipation
"Selamat sore, untuk franchisenya berapaan ya?",anticipation
Hisana gak bisa franchise yah,sadness
Kalo mau buka franchise hisana bgm ya prosedurnya?,anticipation
Smg lariss mnis trs bt hisana(HFC)\nDn suksess trss berjyaa...\nend smgaa berkmbang biakk sluruh otlett. dari sambang sampaii merooukee. #ammmmiiiiinnn,joy
Apa lagi nih yang baru'a kmren yg baru sambel geprek'a nampoll bgt,joy
Assalamualaikum hisana indonesia di hisana menjual kebutuhan2/peralatan untuk usaha chicken ga?,anticipation
B aja,sadness
AYAM TEXAS LEZAT...,joy
"[Mexicana Wrap]\n\nDisajikan dari bahan-bahan yang berkualitas dijamin membuat kamu ketagihan!\n\nOnly at Texas Chicken Tunjungan Plaza 3 dan Kertajaya, Surabaya!",trust
Voucher berlaku sampai kpn,anticipation
Ini brp an? Paket ny gmn mkn an nya? Klo campur2 bs dpt voc 35 ga? Cfc central b.lampung?,anticipation
Mulai tggal berapa ya,anticipation
Bisa dine in min?,anticipation
Bogor di mana min,anticipation
Kapan nih Domino's Pizza buka di Tegal ?,anticipation
Jadwal Imsakiyah untuk Wilayah Jakarta & Sekitarnya #puasa #Ramadhan2018,joy
Min ini kok ga bisa bisa \nMenu yg bisa di pilih gimana ?,disgust
Promo apa nih,anticipation
Segenap Management Domino's Pizza Indonesia Mengucapkan Selamat menunaikan Ibadah Puasa #ramadhan #puasa,joy
"Respect buat Pemimpin Desa pelindung Rakyat \n\nKita harus lebih takut pada rasa takut itu sendiri, karena rasa takut menghilangkan akal sehat dan kecerdasan kita. (Munir) \n\n#LINDUNGIKADESPEMBELARAKYAT\n\n#SumbaBarat \n#NTT",trust
"Mantap Kades patiala bawa,,,\nLanjutkan dan di proses Tuntas Demi Rakyatmu,,,, \nIni baru namanya kepala desa yang sellu memperhatikan Rakyatnya dan Rela jika sampai harus kehilangan jabatan...",trust
"Salut Dengan keberanian belio mempertaruhkan jabatannya... Semoga lahir luther2 lain juga di sumba, yang berani membela rakyatnya..",joy
Ini harus menjadi contoh Kepala Desa yang baik. Mengutamakan kepentingan bersama..,trust
Mantap...ini baru pemimpin..siap kehilangan jabatan demi membela rakyat.maju terus bapa kades...,joy
"bersenjata?  Itulah wajah negeri.Bukan demokrasi, tetapi korporatokrasi!",anger
"Nulis kamu ganggu terus, sontoloyo! \n\nNegara ini bukan lagi negara demokrasi. Tetapi, negara korporatokrasi. Negaranya kaum korporat, kaum yang memiliki modal raksasa. \n\nKaum korporat ini kelakuannya adalah mencari laba dengan berbagai cara, legal maupun ilegal. \n\nLegal, dengan mematuhi undang-undang. Kalau ini tidak, ilegal mengapa tidak. Demi laba, Poroduka ditembak, dirampas nyawanya. Ya, itu demi proyek parawisata. \n\nDan, yang seperti ini menyebabkan 850 kali konflik agraria yang setiap kali terjadi dipastikan jatuh korban berguguran. \n\nJadi sudah berapa nyawa korban macam Poroduka, atas perintah korporat, pemilik modal terhadap  aparat berse",anger
"Inilah saatnya untuk menancàpkan taringmu untuk membela rakyatmu, berjuang terus .",trust
Terus bergerak dan Lawaan!!,trust
"bapa kades hebat,,,berjuang trus bapak..✊✊",joy
Tuhan memberkati.,joy
Lanjutkan pak kades.\nKami bersamamu walau hanya dalam doa,joy
Sukses bpk desa,trust
"terima kasi untuk perhatian dan dukungan dr WALHI...., semangat trus....",joy
"Tugas Mulia untuk WALHI...semoga sellu di beri hikmat untuk menyuarakan suara rakyat kecil untk mmbela hak nya demi tanah titipan leluhur..khususnya di pesisir pantai di Di Sumba...demi anak cucu kedepan untk menikmati alam yg asri..berikan tidakan bagi org\ yg memiliki kepentingan pribadi,  kelompok dan golongan.. Sukses selalu..",joy
Salut....tetaplah bersuara utk kaum tak bersuara,joy
"Masih pada kuat ngga puasanya? Buat ngabisin waktu, mending kita main mobile legend sambal nunggu buka, jangan lupa beli paket KFC mobile legend buat buka nanti, bias dapet skin loh! Buruan tinggal 2 hari lagi.",joy
"tolong dibenahi pelayanan kfc manahan solo. petugas kurang, minim pelayanan. saya menunggu 15 menit hanya untuk membayar.",anger
KfC gak Colab sama AoP yah padahal AoP mau ikut Asia Games siapa tau lebih Laku,anticipation
"Min KFC , gopay bs digunakan ngk yg potongan 20 rb  tiap hri Senin , Rabu, Jumat , yg Utk kfc daerah Jambi min??",anticipation
Kalau menunggu buka puasa alangkah lbh baiknya jika dibiasakan membuka lembaran Al-quran.....!! Membaca utk mendapatkan pahala dan segala kebaikan di bulan puasa,joy
Harga paketnya berapa?,anticipation
Mahallllll,sadness
untung g lom cobain :p g liat2 komen orang dulu taunya zonk hahaha,anticipation
Masa sih,surprise
Moba koq analog .. Emgnya Ps,disgust
Uda pernah. Ga dapet apa apaaaah,sadness
KenaTipu.com,sadness
Gw tadi hbs makan trs minum nya pepsi dan rasanya agak aneh dan ud terminum banyak pas goyang2 ad baut omg itu sampai berkarat pula rasanya rasa besi gw minum bagaimana kalau smpai itu tertelan. Masa baut segede itu bsa masuk ke minuman saya atau ini di sengaja oleh karyawan ny. Sy smpet video kan dan akan sy share jika tdk ada tindakan dr pihak KFC no hp saya 085397222785\nTerimakasih,anger
"Tolong ditindak kasir atas nama ahmad tidjani cabang sarinah plaza..beli takeaway 2 pcs chicken .udah dibilang paha atas malah dikasih paha bawah dua2nya,langsung dibungkus gak dikasih lihat...kayak begini biasa disengaja biar laku paha bawah..gila aj ..kapok beli takeaway di kfc..",anger
"Salam sejahtera ... ijinkan saya menawarkan RUMAH DAN TANAH (murah) di tengah kota Karanganyar, Solo yang cocok untuk Hotel atau Rumah makan. Lokasi strategis, (Depan Gedung DPRD) Karanganyar, Surakarta. Pinggir Jalan Lawu Raya, Karanganyar ( SOLO-TAWANGMANGU). Ada Bangunan Rumah Kuno, Luas bangunan 500 M, Luas tanah 2.075 M. Sertifikat Hak Milik. Fasilitas: Telpon, PAM, PLN. Harga Rp. 9,7 jt/M (Nego). Hubungi: 085867778299",anticipation
"Tak terasa sebentar lagi Ramadan tiba. Semoga kita bisa menyambut keberkahan di bulan penuh kemuliaan ini dengan bekal sehat, bekal sabar dan bekal amal.\n\nSelamat Menunaikan Ibadah Puasa!",joy
"Jelang Ramadan, saatnya mengajarkan si kecil indahnya berpuasa. Ajak si kecil melakukan puasa secara bertahap. Mulailah dari setengah hari, selanjutnya sampai pukul tiga sore, perlahan ditingkatkan hingga beduk maghrib berkumandang.\n\nSambil mempersiapkan si kecil berpuasa, siapkan juga perlindungan masa depannya bersama Wadiah Cendikia. Dilengkapi perlindungan Asuransi untuk masa depan pendidikannya. Untuk informasi lebih lanjut, hubungi call center BNI Life di 1-500-045.",trust
"Bersama BNI Life, klaim asuransi tidak lagi berarti proses berhari-hari. Program \One Day Service\ kami siap memberikan Anda layanan mudah dan efisien waktu.\n\nDengan  nilai klaim maksimum Rp100.000.000 (seratus juta Rupiah), pembayaran akan dilakukan 24 jam sejak dokumen dinyatakan lengkap dan diterima Customer Care kami.\n\nUntuk informasi lengkap, kunjungi Customer Care Center di kota Anda dan nikmati layanan pembayaran manfaat asuransi dalam 1 hari.",trust
"Dokumen kami sudah lengkap 3 bulan yang lalu. Tetap saja tidak ada kabarNya... Disuruh Bikin ATM BNI, katanya klo sudab cair akan masuk kerekening masing2. Sampai skrg tidak ada kejelasan. Bahkan Email saya pun tidak ada balasan sama sekali. Mohon PenjelasanNya... \nSia2 dong Alm. Ayah saya bikin BNI life klo tidak bisa di klaim. Trus uang ayah saya selama ini lariNya kemana???",anger
"Asuransi jiwa tradisional dan asuransi Unit Link, apa sih perbedaannya?\n\nJawabannya: masa proteksi dan investasi. Produk asuransi tradisional melindungi selama masa pembayaran premi. Sementara pada asuransi Unit Link, perlindungan tetap berjalan dan investasi terus berkembang meski telah melewati masa pembayaran premi. \n\nMasih bingung memilih asuransi tradisional atau unit link? Hubungi contact center kami di 1-500-045, kami siap membantu Anda!",trust
"Yang terhormat BNI Life, kenapa saldo nasabah tidak dapat di kembalikan, bila melakukan klaim ?\nMohon penjelasannya !!",anticipation
Keluarkan aura positifmu untuk menjalani esok harimu!\n.\nOutfit: Anna Jacket.\nwww.leecooper.co.id\n.\n#leecooperindo\n#since1908,joy
Keren brow,trust
Alhamdulillah mantap semoga semakin maju dan jaya selalu almamater tercinta...,joy
Alhamdulillah... InsyaAllah sebentar lagi diimbangi dengan kualitasnya... Aamiin...,joy
"Semakin maju kampusnya, berbobot alumninya, dan sejahtera para dosennya #suksesundip",joy
MasyaAlloh,joy
Subhanallah... \nAlmamater tercinta,joy
"Dalam wisuda yang ke 150 Universitas Diponegoro telah meluluskan sejumlah 2.282 wisudawan yang diselenggarakan dalam 5 (lima) tahap selama 3(tiga) hari, yaitu 2-4 Mei 2018. Bertempat di Kampus Undip Tembalang Gedung Prof. Soedarto, S.H.\nAdapun rincian jumlah lulusan yang akan diwisuda pada periode wisuda kali ini adalah sebagai berikut :\n• Program Pascasarjana (Program Doktor, Magister dan Spesialis) : 483\n• Program Profesi : 98\n• Program Sarjana : 1590\n• Program Diploma : 111\nJumlah wisudawan tersebut terdiri dari 1.020  pria dan 1.262 wanita. Angka tersebut menambah jumlah lulusan Undip sejak berdiri hingga saat ini menjadi  200.035 orang.",trust
Anakku kapan dapat giliran diwisuda?Oh.. my God?,sadness
MNC Life memberikan manfaat santunan duka meninggal dunia akibat kecelakaan kepada nasabah. Terima kasih atas kepercayaan Anda kepada kami.,trust
Banyak penyakit yang mengintai generasi milenial dikarenakan gaya hidup yang tidak sehat.\n\nPenyakit apa saja ya yang mengintai generasi milenial?\nIni dia salah satunya~ goo.gl/Ve1q3Q\n\n#mnclifetip,fear
"Setuju kan, kalau asuransi itu bukan tentang hari ini, asuransi adalah tentang bagaimana kamu peduli tentang masa depanmu, dan orang terkasih.\n#MNCLifeQuotes",trust
"Peringatan Hari Kebangkitan Nasional (Harkitnas) ke 110 dimaknai dengan pembangunan Sumber Daya Manusia (SDM) yang unggul di era globalisasi.\n\nAyo kita sama-sama sebarkan semangat pembangunan.\nKebangkitan untuk kejayaan, kemakmuran dan kesejahteraan masyarakat dengan memanfaatkan perkembangan teknologi dan komunikasi.\n\nSelamat Harkitnas ke 110",trust
"Ramadhan sebagai bulan suci penuh berkah tentu selalu dinantikan umat islam.\n\nDalam menjalaninya, kita senantiasa mengisi ramadhan dengan hal positif dan mengharap  berkah dan rahmat Allah SWT.\n\nSalah satunya, Safari Ramadhan yang menjadi agenda Bupati Bandung setiap tahun.\n\nIbadah shalat tarawih berjamaah dan dialogis keagamaan akan dilakukan di 7 wilayah di Kabupaten Bandung, dengan diisi acara khusus, yakni peresmian Gor di Rancabali, kunjungan ke RSUD Soreang, Majalaya, Cicalengka dan Al-Ihsan.\n\nSelain itu, acara khusus lainnya yakni akan diserahkan bantuan paket sembako, kepada warga yang membutuhkan, nuzulul quran dan pelaksanaan lailatul qadar.\n\nSemoga amal ibadah kita diterima Allah SWT dan bisa menjalani ramadhan dengan penuh keberkahan.\nAmiin ya Rabbal Alamiiin.",joy
