username,full_text,topic,predicted_label,probability_emotion
allucantwit,penghilang gabut yang mudah dibawa link: https://t.co/EIrZ5AaalX #TimnasDay https://t.co/i27Z653617,1,Anger,0.2461739033460617
TimnasIndonesia,️ Prediksimu ️ #KitaGaruda #TimnasDay https://t.co/7md0Qx5KIX,5,Love,0.26868578791618347
omkondre,Selamat buat Timnas Garuda yang melaju di babak ke 3 QWC 2026 dan Piala Asia 2027 🇮🇩️ #TimNasDay #GBK https://t.co/I0CQzi35gt,4,Joy,0.5404178500175476
clara_asma,Menteri Haji Arab Saudi: Haji hanya untuk ibadah bukan untuk slogan-slogan politik. Arab Saudi yg berusaha berkompromi dengan Isr4el justru menghalangi jamaah haji untuk mendukung rakyat #Gaza yg tertindas. . . . . . #Haji2024 #TimnasDay Arhan Ernando Anang Syifa Nabrak https://t.co/x0EOrtD7rp,3,Anger,0.47863489389419556
prokaldotco,Persiapan Matang Sebelum Kalahkan Filipina 2-0 dalam Lanjutan Kualifikas Piala Dunia 2026 #timnasday #timnasindonesia #kualifikasipialadunia2026 #pialadunia2026 https://t.co/r6JiN307dB,2,Anger,0.24926121532917023
kompascom,Hantam Filipina 2-0 Indonesia Pastikan Lolos Putaran 3 Kualifikasi Piala Dunia 2026 | #TimnasDay #Indonesia #KualifikasiPialaDunia2026 https://t.co/LXVVjJwWxF,2,Love,0.3008221685886383
YareY4r3Daze,Pencapaian coach STY selama menangani Timnas Indonesia sampai sekarang achievement unlock now bawa Indonesia lolos ke babak ketiga kualifikasi piala dunia utk pertama kalinya walaupun belum pernah dapat trofi tp dgn pencapaiannya yg sudah diraih tuh udah luar biasa #TimnasDay https://t.co/YSsmh1TwsH,1,Sad,0.26921579241752625
dishub_bwi,Ijin Mendahului pren.. Terima Kasih #timnasindonesia #asianqualifiers third-round #asiancup2027 #kitagaruda #timnasday #timnasindonesiamandiri #timnas #timnasday #banyuwangi Tetap Terpantau Bobok Full Senyum Selamat Beristirahat https://t.co/AnltjzE3qh,1,Joy,0.6091700792312622
sakayoungk, IYA IYA GW KEREN TAPI TOLONG LEPASIN #timnasday https://t.co/gKWEChUl3r,5,Sad,0.3179749846458435
ConversationIDN,Menyala timnasku #TimNasDay https://t.co/lEmHsVwHyh https://t.co/YEY9LlEX9A,5,Love,0.23615871369838715
48bolaID,FT: Bahrain 0-3 Indonesia Timnas putri kita mampu menang 3-0 atas Bahrain #FriendlyMatch #TimnasDay https://t.co/g2SNmr5vyV,5,Joy,0.48745498061180115
ridicboy,Bang Jay Idzes si true leader! Masih gak nyangka lini belakang kita dipimpin pemain level Serie-A dan beda banget berasanya kan alias thank you KNVB (PSSI cabang pusat) 🇮🇩 #TimnasDay https://t.co/j07dKqnOAE,5,Joy,0.5099547505378723
penjwuaL,Pagi selamat hari rabu yg masih ada rawatan apk minimal 2 ga pernah di tolak terus belum pernah galbay sebelumnya cape bgt buat bayar? Cape galob tulob? Bisa konsul ke kita free ya kalau cair fee diakhir cus langsung dm/wa gaes #TimnasDay #jokipinjol #zonauang️ https://t.co/fnstooyrkg,1,Sad,0.3346221446990967
Nindi407,gue REPECT banget ama Jay Idzes asli dah waktu cedera itu dia udah nyuruh lingkar terus pas ambulance datang dia ngebantuin bawain tas tim medis dan masih nanyain kondisi ernando gokil Jayadi #TimNasDay https://t.co/7K8BqQ7LvT,1,Anger,0.3517601191997528
janqyeoul,thank u timnas perjuangannya &lt;3 see you september dengan mental skill lapangan dan solidaritas team yg lebih ok lg dr ini yaa️‍️‍ #TimnasDay https://t.co/faCBOYMl05,1,Joy,0.4996446967124939
hastoro,udah nungguin mau selebrasi eh liat dia Karaoke. akhirnya #TimNasDay Bikin selebrasi sendiri sama #ULTRASGARUDA hadeeh.. siapa sih yang bikin roundown?? #lingoislands‌ @Lingocoins $LINGO https://t.co/NgmLayHydi,5,Neutral,0.33804288506507874
96NSJ,#TimNasDay Anang,3,Joy,0.24209646880626678
Memoria_Bola,pencetak gol kedua untuk #TimNasDay vs Kevin Mendoza dengan 10 batang kayu melakukan selebrasi SIUUUU sesuai dengan iniaial nama nya CR! Cak Rizky https://t.co/RtoDm319cF,5,Anger,0.2779533863067627
eljakomik,Sejarah baru terukir 🇮🇩 Gimana komentarmu .?? #TimNasDay #TimnasIndonesia #Indonesia #WorldCup https://t.co/7d1zKE2O2p,1,Love,0.23496367037296295
sudahtidurrr_,Wkwk kasian anang wo.. Paling bener emang kalo euforia biar suporter yg nyanyi.. ngapain konser :) #TimnasDay https://t.co/moluBP5Pf0,3,Anger,0.26885396242141724
pastisukses901,Syifa hadju putus oi anang ngerusak momen #timnasday Kursi pewe https://t.co/XQxlvegcg5 https://t.co/GzBEOOKuPR,3,Anger,0.29963234066963196
Titipan_Mafia,Shin Tae Yong Lolos pertama kali ke Piala Asia jalur kualifikasi Lolos pertama kali ke babak knock out Piala Asia Lolos semifinal untuk pertama kali Piala Asia U23 Lolos Round 3 Kualifikasi Piala Dunia 2026 Lolos Piala Asia 2027 #TimnasDay #WCQ #AsianQualifiers https://t.co/uEevfejwAh,2,Joy,0.5327612161636353
melonsegar88,Onlyfans Atitayapreem 18 Video ⤵️ https://t.co/hSkoyO8K41 Anang Ngerusak Syifa Round 3 #NEDijs #EmekliBayramdaAÇ #NEDISL #PakvsInd #PROXIEth #LaPatriaNoSeVende #eiropasvēlēšanas2024 #firstdatesGR #mafsNZ #Kathua #TimNasDay #zonauang #Zonajajan https://t.co/fNYtn58R58,3,Joy,0.2680838406085968
MurtadhaOne,Satu-satunya kegagalan malam ini adalah anang ashanty Anang: Yang penting Indonesia menang! #timnasday https://t.co/H8gkWBs8dP,3,Neutral,0.43091046810150146
adamnh_,Semalam menonton laga pertandingan JKT48 @officialJKT48 VS MNL48 @mnl48official #TimnasDay https://t.co/aTFD5gKlq1,5,Joy,0.37452319264411926
ForzaDonnaa,Yg penting cetak sejarah dulu timnas garuda manyalaaa!! 🇮🇩 Betewe kipernya Filipina imut beut. #TimNasDay #indonesia #garuda #worldcupqualifier https://t.co/eQQzdZBlPq,2,Joy,0.32674992084503174
frdftw,What a night! Terima kasih @TimnasIndonesia 🇮🇩 ️ Gelora Bung Karno Stadium #TimNasDay #AyoGaruda #WorldCup2026Qulification https://t.co/GcEIOvc441,2,Joy,0.40241995453834534
kumbankmalu,KELASSSS BGT PROFF HAYEE! membaraaa dg sepatu hitam mu kuch sty matur suwun adem bener mandangnyaa #TimnasDay https://t.co/EWCHlsiptG,5,Joy,0.38422662019729614
FaktaSepakbola,Timnas Wanita Indonesia hari ini juga menang! 4 hari lalu menang 3-2 lawan Bahrain. Kali ini kembali menang 3-0 lawan Bahrain Gol dicetak oleh Claudia Scheunemann Zahra Muzdalifah dan Citra Ramadhani. #TimnasDay https://t.co/KaF22qW3iZ,1,Joy,0.633910059928894
rivandafahmi,terimakasih dik philiph kak indo lanjut dulu ya. #timnasday https://t.co/15FGQPrzrP,1,Joy,0.24869737029075623
HabisNontonFilm,Rispek buat Bang Jay Idzes yang ngarahin pemain lain untuk ambil posisi dan nutupin pemain Filipina yang jatuh. #TimnasDay https://t.co/4ddOKaVObg,5,Anger,0.3568764925003052
FaktaSepakbola,Laga pertama Calvin Verdonk bersama timnas Indonesia 🇮🇩. Gimana cuy komentarnya untuk debut Verdonk? Ia sempat mengalami kram. Dan diganti pada menit 66' oleh Pratama Arhan #TimnasDay https://t.co/H8J6CGPVzx,5,Joy,0.5352755784988403
139sungchan,YA ALLAH ALHAMDULILLAH INDONESIA LOLOS PUTARAN 3 PIALA DUNIA 🇮🇩 #TimnasDay,5,Love,0.24123068153858185
nannasmuda,Nonton debut Calvin Verdonk di Timnas Indonesia pake jersey putih jd keinget Dani Carvajal #TimnasDay #CalvinVerdonk #DaniCarvajal #IndonesiavsFilipina,9,Anger,0.29703205823898315
selow_mas,Pakai Foto Rafael Struick dan Nathan Pedagang Aksesoris Banjir Cuan Jualan di GBK #TimNasDay https://t.co/ABxS5c2GqI,9,Neutral,0.3935670256614685
_alief___,Prediksi grup Indonesia di R3 World Cup 2026 Qualification: Yordan Oman Bahrain China Palestine Indonesia Pengundian akan di lakukan pada tanggal 27 bulan ini dan pertandingan bakal di mulai pada bulan September 2024 #TimnasDay,2,Neutral,0.5050994753837585
cuciqris,forever blowing bubbles kudu bergema sih tiap timnasday. represent rakyat indonesia bgt hari ini yg semakin diberakin jokowi dan keluarganya,5,Neutral,0.5669458508491516
BintangkuChika,Perasaan klo Jordi amat nggak main Indonesia menang terus#TimnasDay,1,Joy,0.35031628608703613
mattmedock,Nathan oshi gue yang mana itu oshinya oshi gue juga alias @A_GitaJKT48 (kayanya) Assist dua kali di malam ini ternyata #TimnasDay,1,Anger,0.2886352241039276
LampionNkri,Indonesia memastikan tiket lolos ke putaran ke 3 kualifikasi Piala Dunia 2026 Zona Asia setelah dipertandingan terakhir di putaran kedua melibas Filipina dengan skor 2 - 0. Gol pertama dicetak Thom Haye disusul gol kedua oleh Rizky Ridho. #TimNasDay https://t.co/vL7gJdMsZO,4,Anger,0.3056012690067291
risalatulumami,Dukungan yg tak pernah beda Go indonesia Girls #TimnasDay,5,Love,0.24988813698291779
suzannita,Timnas Indonesia Cetak Sejarah Lolos Babak Ketiga Kualifikasi Piala Dunia 2026 dan Piala Asia 2027 #Timnas #timnasindonesia #TIMNASDAY #PialaDunia2026 #PialaAsia2027 https://t.co/LHiGxzrKoc,2,Joy,0.4197086989879608
suzannita,Aksi Heroik Jay Idzes Ajak Pemain Timnas Indonesia Tutupi Pemain Filipina Yang Cedera #timnas #TimNasDay #timnasindonesia https://t.co/nt0iowx7jE,8,Joy,0.23359902203083038
dikadallyn,Back to Back Piala Asia Arab Saudi 2027 we're coming Third Round kualifikasi Piala Dunia 2026 nothing to loose aja #TimNasDay,2,Neutral,0.3028812110424042
tebelams,Anang &amp; Friends ingatlah nama ini yang membuat momen haru Timnas Indonesia sirna. Biasanya selesai Timnas tanding ngumpul dibunderan sambil nyanyi Tanah Airku. Malah si Anang asik sendiri karaoke. Sungguh aneh bin ajaib #TimNasDay,3,Anger,0.3447017967700958
mellsmells99,verdonk km keren pol malem ini #TimNasDay 🇮🇩,5,Love,0.29554614424705505
cokkysiregar,R3 bakal sulit banget sih raja2 Asia kumpul disini semua..Yg penting fokus main bener aja sama gedein nyali..bakal berguna banget di AFC 2027..AFF mah kirim U23 aja lah..kaga level lagi skrg #TimNasDay,2,Anger,0.23239052295684814
tebelams,Ditunggu main bareng Asnawi di Timnas Indonesia bang Paes #TimnasDay,1,Anger,0.25206705927848816
dongjitu1,Hasil live draw TUVALU 06 12 Juni 2024 Result : 0283 Shio : Kuda Selamat kepada para pemenang! #dongjitu #situstogelonline #agentogelresmi #bandartogelonline #situstogelterpercaya #situstogelhadiahterbesar #TimnasDay,2,Joy,0.6263443827629089
tribunSUPERBALL,Timnas Indonesia resmi lolos ke putaran ketiga Kualifikasi Piala Dunia 2026 usai meraih kemenangan atas Filipina di GBK. Sejarah! 🇮🇩 #TimnasDay Selengkapnya https://t.co/ez2UBIds3m https://t.co/ez2UBIds3m,7,Sad,0.24147291481494904
dongjitu1,Hasil live draw KAKAO 00 12 Juni 2024 Result 1 : 2395 - Shio : Kuda Result 2 : 6862 Result 3 : 0622 Selamat kepada para pemenang! #dongjitu #situstogelonline #agentogelresmi #bandartogelonline #situstogelterpercaya #situstogelhadiahterbesar #TimnasDay,2,Joy,0.5694825053215027
octadandy,Ritual Pemain Tim Nasional Tak Jadi Nyanyikan Tanah Airku dirusak oleh @ananghijau and Friends https://t.co/j1hRNyHjSw Selamat Anda Musisi NKRI pertama yang tidak hanya tercatat dalam sejarah sepakbola namun turut tersimpan dalam jejak digital abadi. #TimnasDay,3,Anger,0.2814004421234131
yusufnanang141,Selamat buat timnas Indonesia lolos babak 3 kualifikasi piala dunia 2026 #TimnasDay,1,Joy,0.7443453073501587
officialinews_,Daftar 18 tim yang lolos putaran ketiga Piala Dunia 2026 #TimnasDay https://t.co/9QaWHyycMN,3,Love,0.24138250946998596
ronitoxid,Anang Ngerusak Momen Haru #TimNasDay Emang dari dulu gasuka dia dan keluarganya yg modelan sok glamor apalah. Blas.,3,Anger,0.2397962510585785
ulfabinada,Namanya hidup itu kaya orang ngamen kadang baru nyanyi satu kalimat dapat 1000 kadang belum nyanyi dikasih 5000 kadang dibilang prei mas kadang juga dihujat ky mas Anang yg ngerusak suasana #TimnasDay,3,Love,0.23844611644744873
tribunSUPERBALL,Timnas Indonesia membukukan total 5 kemenangan 1 seri dan 2 kalah sepanjang Kualifikasi Piala Dunia 2026. Pasukan Shin Tae-yong lagi-lagi mengukir rekor bersejarah! 🆕 #TimnasDay https://t.co/PfsTMOHFc7,5,Joy,0.27008697390556335
tribunSUPERBALL,Laga timnas Indonesia vs Filipina harus berhenti sekitar 6 menit akibat insiden tabrakan antara Ernando Ari dan Adrian Ugelvik. Pemain Filipina harus dibawa dengan ambulans untuk dilarikan ke rumah sakit terdekat. #TimnasDay https://t.co/Cj9hpWdkkB,1,Neutral,0.354634553194046
irfmm,Kejadian kocag mba mba keluar stadion malah diskusi tadi siapa yang ngegolin . Untung kaga tanya timnas pake jersey warna apa #TimNasDay,5,Anger,0.36978936195373535
kanalaceh,Cetak Sejarah Timnas Indonesia Lolos Putaran Ketiga Kualifikasi Piala Dunia #TimNasDay #verdonk https://t.co/fp8bXEuBew,5,Joy,0.27957698702812195
macanutara_,Momen Timnas berlaga di Stadion jangan sekali-kali dah artis apalagi politikus busuk cari cari momen buat caper alhasil di sorakin satu stadion kan luh.. . #TimNasDay,4,Anger,0.29268279671669006
suaradotcom,Pemain naturalisasi Thom Haye mencetak gol indah dari luar kotak penalti. #TimnasDay https://t.co/fGjmUMeG6j,4,Joy,0.2635807991027832
yungsgy,Siapakah yang bermain baik saat laga Indonesia vs Filipina tadi? #TimnasDay,5,Love,0.2362230122089386
suaradotcom,STY blak-blakan mengatakan stadion harusnya lebih banyak digunakan murni untuk agenda sepak bola ketimbang konser. #TimnasDay https://t.co/L1kXR62yVo,7,Love,0.23312070965766907
hastoro,Setelah LIHAT pertandingan #TimNasDay malam ini yang bikin hilang Mood adalah kenapa harus ada Karaoke Anang-AaaahSanty. Bukannya haru malah jadi Aneh. Akhirnya Pemain malah nyamperin #UltrasGaruda buat selebrasi sendiri. @Lingocoins $LINGO,3,Joy,0.3297745883464813
desyUlfaY,Tanggung jawab lo @PSSI Dengkul 52M jadi gini gara2 rumput burik GBK! @erickthohir kasian Prof Haye Bebal bgt woi dari match2 kmrn di protes gada perbaikan tu rumput diliat2 Lagian kek gada stadion lain di Indonesia inii #TimnasDay,9,Joy,0.26175275444984436
rieribet,Yang mengundang Anang utk karaoke dipertandingan timnas itu siapa sih? Ngerusak* #TimNasDay,3,Anger,0.2976032793521881
putrategar2709,Debut Calvin Verdonk terbilang menjanjikan. Sebagai wing back dia rajin naik-turun bantu serangan. Persaingan di sisi kiri bakal makin keras. Namun Nathan Tjoe-A-On kini sudah dapat posisi di gelandang dan gak ikut meramaikan persaingan di sisi kiri. #TimNasDay,9,Anger,0.2997502386569977
TimnasIndonesia, Hari ini 𝑚𝑖𝑙𝑖𝑘 𝑘𝑖𝑡𝑎. https://t.co/joTwBt4c4A,0,Love,0.23900055885314941
reni_triasari,Bang jay si paling suportif. Dari pernyataan dia ttg bully pemain dan dia siap di posisi apapun untuk timnas garuda udah keliatan sih sifat dan sikapnya scr ga langsung https://t.co/OxKBU4Kx5n,7,Anger,0.3185461759567261
MafiaWasit,Yah kalau hak tayang balik ke MNC Group berarti ga ada tayangan Anang karaoke di after match Timnas lagi dong? https://t.co/6x6bt60L75,3,Joy,0.39490073919296265
JeromePolin,AKHIRNYAAAAA AKU DUKUNG TIMNAS DAN MENANGGG https://t.co/cPzuLgDLbt,0,Love,0.24657277762889862
ainurohman,Yang punya ide mengundang Anang utk karaoke setelah pertandingan timnas itu siapa sih? Epik betul. https://t.co/UthAca3gIZ,3,Joy,0.24449659883975983
idextratime,Calvin Verdonk di babak pertama debutnya bersama timnas Indonesia. https://t.co/LZ8JXuyGC2,0,Joy,0.3828321695327759
Indostransfer, UPDATE Calon lawan Timnas Indonesia di Kualifikasi R3 Piala Dunia 2026 Zona Asia masih ada 3 tempat yang diperebutkan 7 tim dari 3 grup lain di Kualifikasi R2. Nantinya akan dibagi 3 grup (6 tim) kemungkinan besar Timnas Indonesia bakal menempati POT 6 undian https://t.co/PtAmjrXSCL,2,Joy,0.490136981010437
SiaranBolaLive,TIMNAS INDONESIA STOP MAIN DI GBK SAMPAI RUMPUT GBK IDEAL SELAMA ROUND 3 #AFC #WCQ2026 IYA GBK ADALAH STADION NASIONAL KEBANGSAAN BANGSA INDONESIA TAPI KONDISINYA JAUH DARI IDEAL!! MASIH BANYAK VENUE LAIN YANG LEBIH IDEAL!! SELAMA KONDISI TAK IDEAL STOP PAKE GBK!! SEPTEMBER https://t.co/95BFKiUzDP,0,Neutral,0.27143794298171997
Kossonng,Batakan sih yang menurut gw layak jadi venue timnas di Round 3 wcq,4,Neutral,0.24952781200408936
itncredible,wah masyaAllah ya liat timnas menang kemaren lolos r3 terus liat update an crush lulus s2 wow wow wow,0,Sad,0.2868657410144806
officialinews_,Thom Haye menyebut laga melawan Filipina jadi hari yang special https://t.co/bfdBJIN0kC,4,Love,0.28902196884155273
kompasiana,Siap-siap Bergadang Indonesia U-20 Vs Italia U-21 di Toulon Cup 2024 https://t.co/d0EVhxYbkW,2,Neutral,0.47695839405059814
Bolanet,Nasib 7 negara ASEAN di Kualifikasi Piala Dunia 2026! https://t.co/pVaiO9qMJf,8,Neutral,0.2341202199459076
Kilat_com,Kalahkan Filipina 2-0 Timnas Indonesia Cetak Sejarah Berhasil Melaju ke Babak Ketiga Kualifikasi Piala Dunia. https://t.co/wfW2f0dfjO,2,Joy,0.3708363175392151
cursedkidd,timnas indonesia dripada mkirin strategi prmainan musuh knp gk serang lngsung dari akarnya yh misal cri tau masalah pribadi tiap pmain musuh nti pas brhadapan di lapangan tnggal panas2in aja kan nti mreka gk fokus pas dioper diem aj bolanya kt rebut,7,Anger,0.4066670835018158
Bolanet,Road to Piala Dunia 2026: Regulasi dan syarat agar Timnas Indonesia lolos ke Piala Dunia 2026! https://t.co/5uTIBGqowL,2,Love,0.22435669600963593
mediaindonesia,Pada pertandingan kualifikasi Piala Dunia melawan Filipina yang dimenangi Indonesia dengan skor 2-0 itu kedua gol tim Merah Putih dibukukan bukan oleh pemain depan. https://t.co/QZkxvuHPfh,9,Joy,0.4002286195755005
mediaindonesia,Video yang kemudian diunggah di Instagram @jokowi tersebut memperlihatkan Jokowi yang mengenakan kaos lengan panjang putih berada di salah satu tribun di Stadion Utama Gelora Bung Karno Jakarta tempat pertandingan tersebut berlangsung. https://t.co/d73Nm4YRxJ,0,Neutral,0.19565029442310333
idextratime,PARA PEMAIN TIMNAS INDONESIA DAN FILIPINA SECARA BERSAMA MENUTUP PEMAIN FILIPINA YANG CEDERA ️ RESPECT ,0,Anger,0.24342428147792816
idextratime,Salut Indosiar masih menyiarkan euforia kemenangan timnas di GBK. ,2,Joy,0.3460189998149872
iHugFurina,Bangkit kembali Garuda! Dukung dan saksikan laga INDONESIA 🇮🇩 vs FILIPINA 🇵🇭sebagai laga penentu untuk melaju ke tahap berikutnya dalam kancah dunia! Minum #AQUADULU dan berikan 100% semangatmu untuk Timnas! ,2,Joy,0.5522650480270386
adekmbem,@GIBOLofficial Sudah kuduga ni orang bakal dihujat seindonesia raya sih. Ngerusak euforia BANGET. Dan kek aneh banget nyanyi Gebyar-Gebyar tu OKE banget. Tapi lagu setelah itu NO Aneh dan nggak masuk. Akhirnya kalah sama suara supporter+timnas yg nyanyi Indonesia Pusaka,6,Anger,0.3432205021381378
okezonenews,@idextratime 6 Pemain Keturunan Grade A yang Berpotensi Gabung Setelah Timnas Indonesia Lolos ke Babak Ketiga Kualifikasi Piala Dunia 2026 https://t.co/epxgcwjpEg,0,Joy,0.33695513010025024
BagusDwiMinarno,@shanpng @00beinghuman Calon pemain termahal yg dimiliki Timnas Indonesia. Semoga bener2 terwujud https://t.co/0Jr3tQYf4M,2,Love,0.31513217091560364
boxerpakrt,Akun-akun oknum si paling Persib sok aya weh neangan pipaseaeun teh teu ka club teu ka Timnas Indonesia.,1,Neutral,0.4013409912586212
DegiJhony,@TimnasIndonesia @Officialkjti Besok gausah ngadi ngadi habis match ada penyanyi karoke gajelas banget ngerusak moment,1,Neutral,0.2374078780412674
Novikaftrn16,BANGGA BGT MASYAALLAH Terharu dikit #Timnasindonesia,0,Love,0.24711421132087708
nau1837,Bisalah kpn diundang @PSSI @TimnasIndonesia,4,Neutral,0.24715080857276917
melonmidi,@AchAnck19 @TimnasIndonesia Kebanyakan nonton karena rasa nasionalisme orang tersebut bukan karena mengidolakan seseorang.,1,Neutral,0.23236078023910522
erakinimedia,Shin Tae-yong sadar bahwa di putaran tiga nanti tim-tim yang akan dihadapi oleh timnas Indonesia akan jauh lebih kuat. https://t.co/jr4HUt5Kzk,7,Joy,0.5540474057197571
bagoesz,@GOAL_ID Yang penting timnas Indonesia menang. GBK adalah stadion kelas International. Rumput tetap layak walaupun diguyur hujan. Bravo Timnas Indonesia. Terimakasih Couch STY.,6,Joy,0.816628098487854
rani23091,@TimnasIndonesia Indonesia hebat 🇮🇩,0,Love,0.27687719464302063
adiityagung,@FIFAWorldCup @TimnasIndonesia INDONESIA lolos pildun .. Gua yakin pildun 2026 paling rame. 80jt +- orng indo fokus pada pildun amrik mexico canada,2,Neutral,0.25285112857818604
montimalano,@TimnasIndonesia Lino maennya seperti ini terus dan tidak mau berubah maka konsekuensinya Kontrak tak akan lanjut di Belgia STY akan cari pengganti dan main di Liga1 kalah saing dgn pemain asing.... Balik kampung,1,Joy,0.2555919587612152
gunturtoyota,@okezonenews @FIFAWorldCup @TimnasIndonesia Minimal david da silva lah daripada dimas drajad,0,Joy,0.237155944108963
MyH84459509,@TimnasIndonesia Sepatu htm kaos putih mau sekolah ke sd mna prof,0,Joy,0.29745718836784363
Zvysyz,@idextratime @erickthohir @PSSI @TimnasIndonesia Wkwkwk cocok,4,Anger,0.21500805020332336
dibyblu,@TimnasIndonesia gg nih cewe cewe gilaaa,8,Fear,0.33458831906318665
Thinktoliving,@Ustadz_Ahong @TimnasIndonesia Celana dia juga di atas mata kaki akhi.,8,Joy,0.3035099506378174
sluanybehapp,@Horangiehae @TimnasIndonesia betul bang sekeluarga,2,Love,0.24436677992343903
mikamameow,@TimnasIndonesia Wuihhhhh ini juga gak kalah kereennn ,1,Joy,0.2716989815235138
hnrymd,@TimnasIndonesia Wahh kok bisa,4,Love,0.23900055885314941
aslinyaejak,@TimnasIndonesia Efek latian di lapangan penuh lele,4,Love,0.3245636224746704
tarieastr,Walau lapangan pitak gini tapi lo keren banggg @TimnasIndonesia https://t.co/RF6O1pORlX,4,Anger,0.28791794180870056
seledrin,@ynairait @TimnasIndonesia Wiiiii seru bgttt riiii,0,Anger,0.23929257690906525
adhit_yap,@TimnasIndonesia Selamat ,1,Joy,0.8680420517921448
abcdefitria,@fahmiiiiii14 @idextratime @erickthohir @PSSI @TimnasIndonesia Harusny nyerang EO nya bukan pengisi acaranya,1,Neutral,0.41639578342437744
PrimaArion,@gilabola_ina @FIFAWorldCup @TimnasIndonesia Biar ketemu team pusat bg,4,Neutral,0.25998449325561523
Ridhani18041124,@Yokanang_ @PSSI @TimnasIndonesia malah orkes keluarga hadehh,3,Love,0.23844611644744873
khairi_lutfi_16,@TimnasIndonesia Yok Bisalah Liga Nya,4,Love,0.3215044438838959
minatbaca278,@assshhhhfk @fahmiiiiii14 @idextratime @erickthohir @PSSI @TimnasIndonesia Juga Ma'ruf amin,4,Anger,0.2242366224527359
wldrckt,@FIFAWorldCup @TimnasIndonesia Bang fifa mau rempah-rempah 2 kontainer gak?,0,Love,0.2710726261138916
ghaniavi,Indonesia kalau mau lolos ke ronde berikutnya lagi ya berarti harus bisa mengalahkan tim yang ada di pot 4 dan 5 (siapapun itu yang se group) @TimnasIndonesia @PSSI,2,Love,0.25140416622161865
gilang_febrians,@apa_ini89730 @TimnasIndonesia Wah kok tau bang kapan emyu ampas bang?,0,Anger,0.23356924951076508
axolotlyee,@FCDallas @TimnasIndonesia mana bang paes woy???,0,Anger,0.2361016869544983
historidaa,@TimnasIndonesia Melaju terus ,2,Love,0.24407505989074707
gilang_febrians,@arya_mu7 @apa_ini89730 @TimnasIndonesia Wkwkwk jadi makin keliatan kan,4,Joy,0.23328833281993866
fabianjrit,@TimnasIndonesia Lebih cepet tembus ke top asia sih ini. Apalagi kl digarap lebih serius dg liga dan pembinaan.,0,Anger,0.22233588993549347
wildaeryne,@bilbizzlee @biwbiwthingz @fangirlinghouse ikut senengggg akhirnyaa menanggg so proud of you timnas indonesia keren bgtt smoga bisa menang lagi dipertandingan selanjutnya ya ka @bilbizzlee https://t.co/BX8PemWKQD,0,Joy,0.8336517810821533
reverayaz,@TimnasIndonesia Gak expect dhoo,8,Neutral,0.40183714032173157
c_poluan,@mincedt0fu @TimnasIndonesia Dia tetep main di Indonesia. cuma maunya berkarier diklub eropa saja,2,Anger,0.23975776135921478
sky_life46,@Yokanang_ @PSSI @TimnasIndonesia Tag @KEMENPORA_RI ajak nih,3,Love,0.3605624735355377
BoltimNews,Kualifikasi Piala Dunia 2026: Timnas Indonesia Tundukkan Filipina 2-0 https://t.co/JipHmWFwTS,2,Joy,0.7193471789360046
IhsanBepe,@novianpriyo @TimnasIndonesia Kowe mending gantike Anang nyanyi wae yo,3,Sad,0.23755919933319092
ArdiP_,@apaajadesainin @TimnasIndonesia sungkem sama suhu deden suber dulu ah ,0,Anger,0.24409881234169006
nojewelries,@TimnasIndonesia captain ika cakep banget dahhh,1,Joy,0.26180708408355713
hilmanelhaki,@FIFAWorldCup @TimnasIndonesia Doain yahh kakak² world cup,1,Joy,0.3882620334625244
chatnews_id,FOTO : Menang 2-0 Indonesia Lolos ke Putaran Ketiga Kualifikasi Piala Dunia 2026. #TimNasDay #timnasindonesia https://t.co/9hXOtYNQ9l,4,Love,0.233820840716362
artinyamenang,@FIFAWorldCup @TimnasIndonesia On fire Garuda Indonesia 🇮🇩,7,Neutral,0.44934365153312683
FBilayudha,@TimnasIndonesia Tolong buatkan liga buat mereka,0,Love,0.25144779682159424
tvOneNews,Sudah Lolos Ke Putaran Tiga Kualifikasi Piala Dunia 2026 Ini Tantangan Selanjutnya Timnas Indonesia: Timnas Indonesia berhasil mencatatkan tiga kali menang satu hasil imbang dan dua kali kekalahan di putaran kedua Kualifikasi Piala Dunia 2026 Zona Asia. https://t.co/mYh9vKvBh1 https://t.co/3qOnRtBTbK,2,Love,0.3800314962863922
tvOneNews,Bukan Timnas Indonesia Ternyata Ini Timnas dengan Ranking FIFA Terendah di Putaran Tiga Kualifikasi Piala Dunia 2026: Kemenangan atas Filipina di Stadion Gelora Bung Karno membuat Timnas Indonesia memastikan diri lolos ke putaran selanjutnya Kualifikasi https://t.co/ecBWeF58jY https://t.co/MC07MQS34F,2,Neutral,0.4792160093784332
ridhowk,masih ga abis mikir sama orang yg ngmg ET ga ngaruh apa2 kl nahkodah jelek kaya dulh liga premier indonesia plus isl timnas jelek kan? ga ngerti bola sih https://t.co/vXAFNLhKqd,4,Anger,0.41369664669036865
villainimmk,@TimnasIndonesia Ini turnamen apa?,7,Neutral,0.5400033593177795
reniauliyaa,@TimnasIndonesia smgt terus bang ridho️‍,0,Anger,0.25632965564727783
